year,filename,clean_text
1945,1945_GreenDesk-0011.txt,4 memoranda 1945 remonder 194 aprdatments 4 remonders memoranda aprontents january january 1965 auguary 1949 january 1953 january monday 1965 january 1953 december 1944 satv 15 mt wt f5 sat wt sat w tv satv sat wt 15 2 215 3 345 5678 910 11 12 13 15 3 14 1 34 14 15 16 17 18 19 20 10 11 1213 14151 111213 14 15 16 17 1913 14 15 16 1115 16 17 18 18 110 123 143 1718 1920 21 225 21 22 23 24 25 26 27 18 1920 21 22 23 24 21 22 23 24 25 26 2718 1920 21 22 23 2 117 18 1920 21 225 2425 26 27 28 2930 28 2930 3125 26 2728 24 25 26 27 28 2930 28 2930 31125 26 27 28 wednesday tuesday work darn dam darn classes n't go test payc wasrotten swimming formal rush n't walk chem party nice felt badly afrord mad sestette sang pretty well went sibe study went beast cold made left house awhile met dan coming took till late home back libe went walk studied psyc quis 11:30 11:30 cold came back house 12:00 messed around nearly got 23 late 12:30 100 100 1:30 1:30 200 200 2:30 300 300 330 330 4:00 4:30 4:30 4:30 5:00 500 5:30 5:30 6:00 6:00 6:30 7:00 7:00 7:30 7:30
1945,1945_GreenDesk-0012.txt,aprontment memoranda remunder 194 dember 1945 memoranda remonder january auguary 194 january 1965 january 195 january january 1965 tuesday 1954 january 1965 satut75 sat 17 151 sat wt 1515tv satv 34 1 18 3456 35 10 13 3 315618 151 13 8 110 11 1213 14151 1915 10 11 18 19 191213 1415 18 1415 16 17 18 18 2 110 11 1213 1415 1 111213 14 15 161 17 18 1920 21 22 23 21 22 23 24 25 26 27 18 1920 21 22 232 11718 1920 21 2223 21 22 23 24 25 26 27 18 1920 21 22 23 24 24 25 26 27 28 2930 28 2930 3125 26 2728 thursday 24 25 26 27 28 2930 28 2930 3125 26 2728 friday classes annious chens laby cought back pledge list treble clef practice experement fun barb smith suceney saladck together went rm conflot bath swell lovely sunny cold side dadpaton day dot went nest ate fun lessons done talked 's gread went 11:00 usual house early got list 7:30 11:30 swell bunch girls short 12:00 informal plidging dan called 12:30 eard hed come esther day 100 put blue sarlor dress 1:30 non n't apprave made take 200 went campusteen dance 2:30 fin bored 300 long talk house porch 3:30 plidges acties stayed night 4:00 slept mathesses floar 430 dellieruth jean bee 500 5:00 went uptown hambing got 330 late talked long time 6:30 going sleep every tired 6:30 6:30 7:30 100 130 7:30
1945,1945_GreenDesk-0013.txt,aprontments memoranda remonder 194 january january 1965 december 1944 january 1965 15 mt wt 15 sat sat wt f5 2 356 310 11 13 678 211 10 11 1213 14 15 16 1415 16 17 18 19 20 11 1213 14 15 16 1 17 18 1920 21 22 2 21 22 23 24 25 26 27118 1920 21 22 23 24 24 25 26 27 28 2930 28 29303125 26 27 28 saturday 13 got pretty early dead 8:30 helped clean room whole bunch turs went skating p.m. windmill kond ore tired dan came spent entire evening veseys quiet nice gentlemanly fine tired finnally got bed 100 1:30 sunday january worked saturday went church bady ax came right dinner going show crowdid went house messed around afternoon went hi school mym treble clef sang church meeting home bed icey 's showing aprontments memoranda remonder 1945 augug 1954 january 1965 january january 1953 sat wtessat5 sat 1 9 1 3 345678 30 111913 456 110 11 1213 14 15 16 14 15 16 17 18 19 21 111213 14 15 161 6 17 18 1920 21 22 231 21 22 23 24 25 26 27 18 1920 21 22 23 24 12425 26 27 28 2930 28 293025 26 27 28 monday work wgh saw chem 's cute life pretty chilly treble clef practice sleepy went bed early heard mom saying kids might came week end 11:30 12:30 12:30 100 1:30 200 2:30 300 330 4:00 4:30 5:30 6:00 6:30 700 7:30
1945,1945_GreenDesk-0014.txt,aprontments memoranda nemonder 1945 january aug 1954 january 1965 january 1965 st wt satv sat wt 25 18 1910 11 18 13 567 3153 10 11 1213 1415 16114 15 16 17 18 19 20 11 1213 14 15 16 6 17 18 1920 21 22 23 21 22 23 24 25 26 27 18 1920 21 22 23 2 24 25 26 27 28 2930 28 2930 3125 26 27 28 tuesday slept little late cleaned room washed clothes messed around classes went swimme fun washed hair afterward went ax house early meeting 10:30 formal plidging nice 11:30 went nest cakes dellic bee back study chem like mad went bed late 12:30 100 1:30 2:00 2:30 30 330 4:00 4:30 5:00 5:30 60 6:30 7:00 7:30 1945 remonder memoranda aprontment january january 1965 january 1953 december 1949 satv sat wt 15t wt f5 34 1 78 878 910 11 1 24 111213 14 15 16 1115 16 11 18 10 11 1213 14 151 18 1920 21 22 23 24 2122 23 24 25 26 27 1718 1920 21 222 24 25 26 27 28 2930 28 2930 3125 2627 28 wednesday slept late could studis chem awhile took exam pretty awful got 51 100 way belon everage walked class presented athey assembly acontestant beauty contest wore blue selver dress scared death nice sunny went house awhile came saw ssee tokys loved seemed boled distant stayed late toods notebook 30 3:30 4:00 4:30 500 5:30 6:30 6:30 7:30 7:30
1945,1945_GreenDesk-0015.txt,remonder aprontments memoranda 1945 january january 1975 january 1965 tuesday 1954 sat 51satwt sat wt f5 12 5618 216 3 10 111 345618 14 15 16 17 18 19 20 111 1213 14 15 167 10 11 1213 14 15 10 6 17 18 1920 21 22 23 21 22 23 24 25 26 27 18 1920 21 22 23 24 24 25 26 27 28 2930 28 2930 3125 26 2728 thursday got work sleepy finished foods notsook snowed quite hard maybe kids co n't come went war movie guesome quble clef practice went nest sundse danced chem cleaned room little went bed quite early 12:30 100 1:30 2:30 2:30 300 3:30 4:00 4:30 5:00 5:30 6:00 6:30 7:00 7:30 1945 fremonder memoranda aprontment5 january january 1953 january 1975 december 1944 sat wt satv satv 45 5678 351 345678 11 1213 14 15 16 17 110 11 1213 14 15 16 14 15 16 17 18 19 2 2 117 18 1920 21 22 231 21 22 23 24 25 26 2718 1920 21 22 23 24 2425 26 27 28 2930 28 2930 3125 26 2728 friday 13 betie left noon cleaned room went town kibby classes till 8 got back dorespink came 2:30 work went nest first ate talked kids awhile went took different burldings went show came back dibe us went quiet eve 100 dance given womens bed good danced sweeney ran time came home ate gain 300 3:30 4:30 4:30 500 5:30 6:00 6:30 7:00 1:30
1945,1945_GreenDesk-0016.txt,remonders memoranda aprontment5 1945 january maug 1954 january 1965 january 1953 satv satwt sat wt 25 15 1 345678 56 310 11 1913 10 11 1213 14 15 16 14 15 16 17 18 19 20 11 1213 14 15 16 1 3 17 18 1920 21 22 231 21 22 23 24 25 26 27 18 1920 21 22 23 24 2425 26 27 28 2930 28 2930 3125 26 27 28 saturday 13 got pretty early went ax make dance program kids helped decorated ric hall went swimming meet p.m talked went b.b game went part went ax heaven hop really cute lon howards pretty silly bad readed gal named susar wents funny hid came home early late talked dad long time sunday january got went mco church n't wat noon got kids packed came went ax house awhile kids left 5:30 dot ate nest dotdible bethkebby bunch stairs came afeed us bert n't come back noward 1945 nemonder memoranda aprontment5 january january 195 january 1965 december 1944 satwt 25 satv 15t wt 25 12 45 6 78 910 10 1113 345678 111213 14 15 167 6 1115 16 17 18 19 20 11 1213 14 15 10 183 2128 23 24 25 26 21 18 1930 21 2823 24 128 2930 31125 26 27 28 monday hated get pretty sleepy itudied hefore class little saw awful cold upseems got much went treble clef gof aec toods noblook ready band 11:30 12:00 12:30 1:30 2100 2:30 300 330 4:00 4:30 500 5:30 6:30 6:30 100 7:30
1945,1945_GreenDesk-0017.txt,aprontment5 memoranda remonder 1945 january january 1965 may 1960 january 1965 sat wt satv sat wt 25 315618 5618 3 111913 10 11 1213 14 15 10 14 15 16 17 18 19 20 3 11 1213 14 15 167 17 18 1920 21 22 23 21 22 23 24 25 26 27118 19 20 21 22 23 24 2425 26 27 28 2930 28 29 30 3125 26 27 28 tuesday 11 work could slept itudied foods test went pawith kibby sew till 10 gest hard taste adifferent kinds prese awful wh rush get food lunch sorority meeting skating parly ill pared afterward mrs day party really fin even 6 belop sers got coffee hot dagstaire bank got back bate bertie finnally came back going transfer state next sentster sa went swimming sa 5:30 sa 830 7:30 130 1945 nemonder memoranda friday january january 1953 satv satv satv 15611 10 1913 345678 111213 14 15 16 17 14 15 16 17 18 19 20 10 11 1213 14 15 1 21 22 23 24 25 26 27118 1920 21 22 23 24 1718 1920 21 222 2425 26 27 28 2930 28 2930 3125 26 27 28 wednesday saw feeling pretty awful classes horing usual studied psys fest n't went pa libby sewed couple hours bert studying seag test came visites us awhile worked chem problems till 12 100 200 2:30 300 330 4:00 4:30 5:00 5:30 6:00 65 70 10
1945,1945_GreenDesk-0018.txt,memoranda heroning remonder 194 february frinuary 1965 january 1965 may 1965 satv satv satv tv 24 123 1568 78910 11 1213 78910 14 15 16 17 18 1920 11 12 13 14 15 16 111213 14 15 16 17 12122 23 24 25 26 271 18 19 20 21 22 23 24 118 19 20 21 22 23 24 282930 31125 26 27 25 26 27 282930 31 thursday got studied chem stuff getting got sweet balentine fred really think seriong saturday golly mess 1100 still cold went treble clef supposed sing axsettette w meeting n't babe cam home studied psyc 1:30 2:30 2:30 300 3:30 4:30 4:30 500 5:30 sa 6:30 7:00 7:30 memoranda aprdantments remonder 1945 february may 1965 january 1953 january 1965 satv tv saft sat wt 2345 6 11 56 568 78 210 11 1213 1112 13 14 15 16 11 111213 14 15 161 11415 16 17 18 1920 6 12122 23 24 25 26 271 18 19 20 21 22 23 24 18 1920 21 22 23 24 28293031125 26 2725 26 27 28 2930 31 friday work chem lab fun usual anders said hed help chem really need guess n't get mail rough washed head murdocks visited room awhile put hair rat sewed patill 10 best went rm 1 write letters eat cold dull windy havent seen since wed. hope n't sick 200 2:30 3100 330 4:00 6:30 7:00 1:30
1945,1945_GreenDesk-0019.txt,remonder memoranda aprostments 19 datuents frember memoranda 1945 february january 1965 wednuary 1965 may 1965 february tuesday 1965 may 1965 january 195 satvt 15 satut75 sat satv tv5 wt 25 5 tv 245 12345 78910 11 121 1 4 3618 3 8910 11 121 114 15 16 17 18 192 6 14 11 14 18 10 1516 17 18 1920 11 12 13 14 15 16 1111213 14 15 167 212223 2425 26 211 18 19 20 21 22 23 241 18 1920 21 22 23 223 2425 26 211 18 19 20 21 22 23 24 18 1930 21 22232 282303125 26 2125 2627 28 29331125 26 21 2825 26 21 28 2930 31 saturday monday slept till quite late bet cleaned got breakfast cleaned room real good scrbbed floor room talked chem polished everything little really con went libe study afternoon cited hate slept trees frosty pretty sun till 2 treble clef night quite cold went see tired went nest dance decorations bob crowell bertie ice cream cone back let dide dot come kitchen room study went bed early get punch cookies went nest messed around till 12 wrote couple letters went bed 1:30 sunday february 4 got went prest church venice bad ran hank walked un home donclem went house afternoon sans messed around bers went show evening good read book pretry bed
1945,1945_GreenDesk-0020.txt,memoranda getting 4 1945 aprontments 19 peoments memoranda memorns february february may 1965 january 1965 january 1953 january 1965 may 1953 5 satust 5 satv satv tv satv 12345 12 12345 1 8 5678 21 78210 11 121 18 8910 11 127 18 111213 14 15 161 111 15 16 1415 16 17 18 1920 11 12 13 14 15 16 1 11213 1415 1914 15 16 11 18 182 2122 23 24 25 26 271 18 19 20 21 22 23 24 18 1920 21 22 23 21 2223 24 25 26 27 18 19 20 21 22 23 241 18 1920 21 22 23 24 1282930 312525 26 27 28 29328 2933125 26 27 2825 26 27 28 2930 tuesday wednesday worked 2nd shift like got breakfast kibby wrote letters sapt went uptown a.m. sewed sorority talked chem 3 afternoon went goes detrait weekend swimming hair mess stay dirty crumb tired went sorority wo n't go ball enther 's meeting stayed afterward acting omart missed write notes supt schools sending recommen dations wrked around n't accomplish much house till 9 back basted parts dress studied chem room ate orackers pam cakes dothy came talk awhile 1:30 200 2:30 300 330 4:00 4:30 5:00 5:30 6:30 6:30 7:00 7:30
1945,1945_GreenDesk-0021.txt,aprontments memoranda rainy 1 octarys memoranda fremonder 1945 february january 1965 monday 1965 may 1965 february january 195 wednuary 1975 may 1965 15t wt 25 sat satv 71 ntv tv sat 1775 sat wt 25 12345 1 12345 78910 11 1213 351 5618 68 78910 11 12 156153 1415 16 17 18 1920 11 12 13 14 15 16 1711 1213 1415 1415 16 17 18 192 1112 13 14 15 161 11 1213 14 15 16 17 2122 23 24 25 26 271 18 19 20 21 22 23 24 1920 2122 212223 2425 26 27 18 19 20 21 22 23 24 18 1920 21 22 23 2 262833125 26 21282526 21 28 293331125 26 21 2825 26 27 28 2930 31 thursday e friday chem quis n't know chem laby fun got lot much went swimming got done seems skipped ang hair mess usual trable sewed 12:3 ots went clef sewed afterward till 10. back till 4:3 othen right nearly got rocked swed dinner quit 7:30 150 dot went free show 11:00 nest frosh party 11:30 observe left williams 1200 bed 12:30 100 188 1:30 2:30 2:30 300 330 4:00 4:30 5:00 5:30 1530 s00 16:00 6:30 1:30 7:00 12:00 7:30 17:30
1945,1945_GreenDesk-0022.txt,10 got early brkft went pa sew dress till 1 went mrs. murdocks sew p.m dot went town shop cramps n't feel hot went ax house little went nest met freddy 's grand dancer fun went watch a=a sweetheart swing went a=a house fred talked long dot messed around rm 1 till betty got came home got bed pretty late sunday 1 february went catholic church freddy dotbetty n't like came back sewed afternoon worked supper whole mess us went show saw bill stuckman brought us home good see 1 chem class french snotty would n't walk till called back get cigarette case classes boring sleepy went treble clef sewed like mad late could afterward put bed
1945,1945_GreenDesk-0023.txt,aproments memoranda 195toments 4 memoranda remonder remonders 1945 february february january february 1945 may 1965 february 1975 may 1965 satutf55 atv 5 tv 55 atv sat wt 15 satv 12345 24 12 78 910 11 1213 3 15 6 13 10 5 678910 8910 11 121 14 15 16 17 18 192 11 12 13 14 15 16 1 1112 13 14 15 16 17 11 12 13 1415 161 15 16 17 18 192 1 12122 23 24 25 26 271 18 19 20 21 22 23 241 18 1920 215 18 1920 21 22 23 241 18 19 20 21 22 23 2 23 2223 24 25 26 27 2829303125 26 27 2825 26 27 28 233125 26 27 225 26 27 28 2930 3 tuesday wednesday 1 weather warming bit got walked chem early tore pato n't friendly mac finish dress got done said mad would n't take madeled like quite dance made ful qude well kibbys lovely bad called asked n't go swimming went come came 1:30 sorority meeting worked talked awhile 's bored toods talked saladick misses ruth daes n't pan stan awhile sive feer good wo n't go cute dance sat night went 10 tibe study work toods 1:30 notebook kibby 212 worked ry rm til 12:3 2:30 fire drel rainy wet 31 330 4:30 4:30 5:00 5:30 6:30 6:30 7:30 7:30
1945,1945_GreenDesk-0024.txt,aproments memoranda 18tember memoranda johns jan. 1945 february february january 1965 january 1965 januay 1965 januay 1965 may 195 may 194 satust satv tv satv tv 5154 5 123451 245 12 1 12 18910 11 121 3 6 359th day 3510 11 12 11 561851 56 1415 16 17 18 182 111213 14 15 16 111213 14 15 16 17 111213 14151st 15 16 17 18 192 111213 1415 167 1212223 24 25 26 27 18 19 20 21 22 23 24 18 1920 21 222 2223 24 25 262 18 1920 21 22 23 241 18 1920 21 22 23 24 128293031125 26225 26 27 28233125 26 2725 26 27 28 2930 thursday friday got early work chem went chim lat wee ney asked foods note book wo test go ball hime chem foods worked pinted im going golly meat got b lavendor washed chem eauiment dress went swimming left 9:15 took laundry packed laundry washed town got 1188 worth stuff pants got cleaned went bra panties pink woot forskirt treble clef play qua crepe dress fooled slyer cord bet around finished classes mike betty wanderful studied evening long got 11 came calked dotdr de home went bed stephan parlor hom 200 2:30 300 330 4:30 4:30 14:30 5:00 100 5:30 5:30 6:00 6:30 70 7:30
1945,1945_GreenDesk-0025.txt,aprontment memoranda remonder japrdayments memoranda lennings 1945 february january 1965 january 1965 february may 195 january 195 january 1965 may 1953 satutv 55 atv satv satut5 sat 515twtv 2345 12345 3 183 10 11 121 35 18 11 18910 11 1213 51 11415 16 17 18 192 1910 14 18 10 14th day 151 1718 1953 111213 14 15 10 11113 14 151 2122 23 24 25 262 18 15 20 21 22 23 24 18 1920 215 2223 24 25 26 27 18 19 20 21 22 23 24 18 1920 21 22 232 128293031125 26 27 2825 26 27 282 1282303125 26 27 25 25 27 28 2930 saturday monday 1 slept till 11 nice sunny got breakfast cleaned cold fred called room took pactry book back chem norman oks ever boring would n't walk good talk went chim ticked ha house little stept see rush wrote fred bed went uptown pm studied psy lit tests got talked betty bad saw noon mom sen new laundry skeak tickled went cose full food bet got dor torority meeting 6:30 7 roses andy went milita treble clef trom 8:30 studied ball suceney brought went bed kind early cut fellon orked rose bud carsage cake ate bay good time except dean 12:00 good took lickets wanted 230 billforence got 3100 330 sunday february 4:00 18 betty went pres church 4:30 dotbert went along show med st. louis good worked night put housecoat studied 100 jon sharrardstephan came 6:30 talked ate pap com apples 100 sore aser trouble 1:30
1945,1945_GreenDesk-0026.txt,aprontments memoranda reminder 4 1945 remonders memoranda 194 auarys february february january 1965 wednuary 1965 may 1965 may 1965 january 1965 january 1965 satv tv sat satutv sat wt 35 sat 75 sat wt 12345 3 12345 78910 11 121 45678 3611 5678 15 78910 11 127 1415 16 17 18 1920 11 1213 14 15 16 17 68 111213 14 15 161 111213 14 15 161 1213 1415 16 1415 16 17 18 1920 3 212223 24 25 26 27 18 19 20 2122 23 241 18 1920 21 22 232 18 1920 21 22 23 24 118 1920 21 22 23 24 212223 24 25 262 282930 31125 26 2725 26 27 28 2930 2823031125 26 27 2825 26 27 282930 31 tuesday wednesday e bert worked chem foods fexams work tomorrow eng pauchology started studying exams day brain reeting dids go brimming probory plunked washed bud set 10:30 kebby walked town tables n't go game rain felt good came br lakes studied 1100 back studied awhile instead chem bob arm went bed benner harding fritch came 12:30 talked felt minutes 12:30 game stufied awhile get 100 went bed 1:30 200 2:30 2:30 300 300 330 330 400 4:00 4:30 4:30 5:00 500 5:30 5:30 6:30 60 830 6:30 7:00 100 7:30
1945,1945_GreenDesk-0027.txt,aprdatment5 memoranda 1945 remonders memoranda 194 deomement5 remonder february february january 1965 tuesday 1965 may 1953 fednuary 1965 january 1953 sat wt sat75 satut satut 155 atv sat wt 2 12345 245 3 1 3 78 910 11 1213 56 1951 151 78910 11 1213 1 1415 16 17 18 192 1415 16 17 18 1920 11 12 13 14 15 16 17 6 111213 14 15 16 17 11 12 13 14 15 16 17111 1213 14151 12122 23 24 25 26 27 18 19 20 21 22 23 24 1212223 24 25 26 27 18 19 20 21 22 23 241 18 1920 21 22 23 24 18 1920 2122 282303125 26 27 2825 26 27 282 1282930 3125 26 27 25 26 27 28 2930 31 thursday friday 3 3 got brkfat set table got kind early sewed button hore hour chem went suc good practice efam 9 got got 3 foods make therse thank heaven walked town fordeow good ether kibby cold moved started moving job stephanss room got went trebl clef tired went eng came 11:30 bertbetty went town 4:30 said goodly bert got went ax house awhile mimbered got sundges came home take mary kline go got bed back got home 1:30 stayed ate mom took 22 louise mary ellesgeat wed 2:30 decance see toumament game 30 69-32 good 330 330 game n't see bot late 4:00 14:00 4:30 4:30 5:00 5:30 6:30 6:30 6:30 6:30 7:30 10 7:30
